sample_id	source_repo	source_accession	organism	tissue	organ	ecotype	developmental_stage	spaceflight_condition	gravity	light_regime	tropism_type	hardware	mission	growth_temperature	genotype	assay_type	raw_file	processed_file
GSM4486034	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486035	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486036	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486037	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486038	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486039	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486040	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486041	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486042	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486043	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486044	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486045	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486046	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip60-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486047	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486048	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486049	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486050	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486051	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486052	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486053	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486054	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486055	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486056	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			bzip28-2 bzip60-1	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486057	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486058	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486059	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486060	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486061	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486062	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486063	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486064	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			ire1a-4 ire1b-2	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486065	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486066	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486067	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486068	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486069	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486070	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486071	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486072	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486073	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
GSM4486074	OSDR	OSD-321	Arabidopsis thaliana		seedling	Col-0		Ground Control			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)			Wild Type	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-321_unnormalized_counts.csv
Athaliana_PhyA_Sample_112_0G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_115_0G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_117_0G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_119_0G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_132_0-08G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_134_0-11G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_137_0-08G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_140_0-13G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_152_0-25G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_155_0-39G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_157_0-25G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_159_0-34G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_172_0-64G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_174_0-88G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_177_0-64G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_180_1G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_212_0-42G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_215_0-65G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_217_0-42G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_219_0-58G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_232_0-68G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_234_0-92G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_237_0-68G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyA_Sample_240_1-05G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome A mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_113_0G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_118_0G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_133_0-1G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_138_0-1G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_153_0-3G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_158_0-3G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_173_0-76G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_178_0-76G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_213_0-5G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_218_0-5G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_233_0-8G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Athaliana_PhyB_Sample_238_0-8G	OSDR	OSD-346	Arabidopsis thaliana		seedling	Landsberg erecta		Space Flight			gravitropism	European Modular Cultivation System (EMCS)			Phytochrome B mutant	RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-346_unnormalized_counts.csv
Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1	OSDR	OSD-37	Arabidopsis thaliana		seedling		8 {day}	Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)		24 {degree Celsius}		RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-37_unnormalized_counts.csv
Atha_Col-0_sl-pool_FLT_Rep2_R1-FL-A4	OSDR	OSD-37	Arabidopsis thaliana		seedling		8 {day}	Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)		24 {degree Celsius}		RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-37_unnormalized_counts.csv
Atha_Col-0_sl-pool_FLT_Rep3_R1-FL-B1	OSDR	OSD-37	Arabidopsis thaliana		seedling		8 {day}	Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)		24 {degree Celsius}		RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-37_unnormalized_counts.csv
Atha_Col-0_sl-pool_FLT_Rep4_R1-FL-B4	OSDR	OSD-37	Arabidopsis thaliana		seedling		8 {day}	Space Flight			gravitropism	BRIC-PDFU (Petri Dish Fixation Unit)		24 {degree Celsius}		RNA-seq		/mnt/shared-workspace/raw_osdr/counts/OSD-37_unnormalized_counts.csv
